text,label
"IRGC	The Quds Force	-- The Quds Force , said to be the IRGC 's covert operations arm and accused by the US government of providing `` material support '' to the Taliban in Afghanistan , Hezbollah and Palestinian militant groups including Hamas .",alternate_names
"Bellecourt	hair stylist	Since leaving behind careers as a hair stylist and real estate agent and joining his brother in AIM in the 1970s , Mr. Bellecourt had been in the forefront of the movement to ensure that treaties between Native American tribes and the U.S. government would be fulfilled .",title
"Raul Castro	Mariela Castro	Raul Castro 's daughter Mariela Castro said Tuesday that her uncle was `` doing very well '' in his lengthy recovery , and was following very closely a gender equality bill under debate .",children
"Jamaat al Muslimeen	JAM	They say the terror cell sought the help of Jamaat al Muslimeen , or JAM , a group based in Trinidad that is known to be violent and to have been involved in killings , kidnappings and weapons trafficking over the past two decades .",alternate_names
"Gillmor	Ohio	Gillmor , who represented Ohio 's 5th District in the Bowling Green area of the state , was first elected to Congress in 1988 .",stateorprovinces_of_residence
Alberto Gonzales	President	The White House on Sunday dismissed Senate plans to hold a no - confidence vote on the attorney general and said the outcome will not undermine President George W. Bush 's resolve to keep Alberto Gonzales at the Justice Department .,title
"his	56	Mahmood , who was 56 , died Monday in Italy where he has lived since his father was ousted in a bloodless coup 28 years ago .",age
"JEM	Darfur	Sudan and the JEM , Darfur 's main rebel group , signed a ceasefire agreement and a framework accord on Tuesday in the Qatari capital with a final peace deal due to be signed by March 15 .",stateorprovince_of_headquarters
Juliette Binoche	poet	Catherine To Anthony Anonymous 2008-03-24T08 :34:00 Juliette Binoche is Talented It turns out she 's also a poet .,title
"Samsung	Yoon-Woo Lee	In letter to SanDisk 's board dated Sept 15 , Samsung Chief Executive Officer Yoon-Woo Lee said that after four months of negotiations , SanDisk `` continues to cling to unrealistic expectations on both its standalone market value and an appropriate merger price . ''",top_members/employees
"EnergySolutions	Salt Lake City	EnergySolutions of Salt Lake City has asked state regulators in Tennessee for permission to blend wastes together there so they would qualify for disposal in its dump in Clive , Utah , in the desert about 80 miles west of Salt Lake .",city_of_headquarters
"His	boxer	His favorite role , he said , was playing choreographer Bob Fosse in `` All That Jazz '' -LRB- 1979 -RRB- -- a role for which the one-time boxer had to learn to dance .",title
"Lewis Hamilton	McLaren - Mercedes	Lewis Hamilton -LRB- GBR -RRB- McLaren - Mercedes 1:38.158 -LRB- Q -RRB- , 6 .",employee_of
"New York Daily News	his	New York Daily News owner Mortimer Zuckerman had also bid $ 580 million -LRB- euro375 .21 million -RRB- for Newsday , but there was no indication that he was ready to raise his price , and a spokesman for Zuckerman declined to comment Sunday .",top_members/employees
"Citibank	U.S.	Oikonomou said statements linked to 16 of the group 's attacks , between 2003 and 2009 , were found on the hard drive , including in three bombings or attempted bombing against U.S. bank Citibank .",country_of_headquarters
"Samsung Group	Lee Hak-soo	Separately , prosecutors summoned and were questioning Samsung Group Vice Chairman Lee Hak-soo on Thursday , Yim Jun-seok , a Samsung spokesman said , confirming reports by Yonhap and YTN .",top_members/employees
"Gilbert Gude	Gregory Gude	Survivors include his wife of 58 years , Jane Callaghan Gude of Washington ; five children , Sharon Gude of Rockville , Adrienne Lewis of Washington , Gilbert Gude Jr of Bethesda and Gregory Gude and Daniel Gude , both of Cabin John , Md",children
"Jakarta Globe	Indonesia	The administrator of Indonesia 's Central Kalimantan province has ordered to close schools and airport following thick haze that came out from forest fire in the province , the Jakarta Globe reported on Wednesday .",country_of_headquarters
"FAW	Football Association of Wales	Gary Speed has been appointed as the new manager of the Wales national team on a three-and-a-half-year contract , the Football Association of Wales -LRB- FAW -RRB- announced here on Tuesday .",alternate_names
"coroner	Pennsylvania	A coroner was cited for animal cruelty after investigators went to his Pennsylvania home and found 11 guinea pigs suffering from severe eye , foot and back infections .",stateorprovinces_of_residence
"MF Global	Jon S. Corzine	The former Treasury Secretaries Henry M. Paulson Jr. and Robert E. Rubin , and former Gov. Jon S. Corzine of New Jersey , now chief executive of the financial firm MF Global , were all partners .",top_members/employees
"Remy Ma	New York City	A judge in New York City said Remy Ma , whose real name is Remy Smith , said Thursday that the hip-hopper could not leave the United States for a five-country European concert tour .",cities_of_residence
"Hawkins	Los Angeles	Hawkins went on to earn a degree from the University of California , Los Angeles , in 1931 .",cities_of_residence
"American Psychological Association	Gerald Koocher	Gerald Koocher , a former president of the American Psychological Association , said Cho might have been suffering from a personality disorder that has some similarities to schizophrenia .",top_members/employees
National Beef Packing Co.	Kansas City	Calls to parent company National Beef Packing Co. in Kansas City were not immediately returned .,city_of_headquarters
"He	Army	He attended Baltimore public schools and enlisted in the Army in World War II , winning a Purple Heart for wounds suffered in Italy .",employee_of
"her	actress	But even as an actress , she was still an activist , taking on roles that evoked the legacies of her parents and spreading the message of nonviolence .",title
"Mainland Affairs Council	Joseph Wu	Mainland Affairs Council -LRB- MAC -RRB- Chairman Joseph Wu left for the United States for a three-day visit , the nation 's top China - policy charting agency said Tuesday .",top_members/employees
"Waldheim	Consular Academy	Born Dec 21 , 1918 , in St Andrae , a small town northwest of Vienna , Waldheim studied law at Vienna University and attended the Consular Academy , the nation 's top diplomatic school .",schools_attended
"NSC	National Science Council	Deputy Chairman of the National Science Council -LRB- NSC -RRB- Jou Jing-yang told CNA that the council , which proposed the project , hopes the work will resume within a week after the required administrative procedures have been completed .",alternate_names
"US Rep Andre Carson	Indiana Democrat	US Rep Andre Carson , an Indiana Democrat who is one of two Muslims serving in Congress , cautioned against focusing on the alleged shooter 's religion and said the discussion should be about mental health issues .",employee_of
"Susan Boyle	Britain	Labels : `` celibacy '' , Britain 's Got Talent , Scotland , Susan Boyle , television Susan Boyle , the frumpy Scottish -LRB- possibly autistic -RRB- woman whose Britain 's Got Talent audition went on to became the most viewed video clip in the history of the world , lost in that show 's finals last night .",countries_of_residence
Vernon Bellecourt Dead	Activist	American Indian Rights Activist Vernon Bellecourt Dead at 75,title
"International Crisis Group	Seoul	Peter Beck , head of the Seoul office of the International Crisis Group told Radio Free Asia -LRB- RFA -RRB- that the two sides may hold a summit in the communist country 's border city of Kaesong .",city_of_headquarters
"Sills	host	`` Live From Lincoln Center , '' the PBS broadcast of which Sills was host , will honor her during its next broadcast , on Aug 16 , said Betsy Vorce , a Lincoln Center spokeswoman .",title
"Chris Simcox	Minuteman Civil Defense Corps	Napolitano has built moderate immigration record Chris Simcox , founder of the Minuteman Civil Defense Corps , a volunteer border-watch group , questioned Napolitano 's qualifications but said she might be the right person to bring the National Guard back to the border after troops were pulled out this summer .",employee_of
"his	Waldheims	The Waldheims had two daughters , Liselotte and Christa , and a son , Gerhard , who became an active defender of his father when revelations of his Nazi past surfaced in 1986 .",other_family
"Marco Contiero	director	Greenpeace 's EU agriculture policy director Marco Contiero was unimpressed as he handed over a 180,000-signature petition calling on the EU executive to stop the authorisation of GM rice made by German pharmaeutical giant Bayer .",title
"Barry Goldwater	Arizona	Clinton , whose husband installed the policy as president , quoted the late Republican Sen Barry Goldwater of Arizona : `` You do n't have to be straight to shoot straight . ''",stateorprovinces_of_residence
"Spelman College	Sheila S. Walker	`` There 's this fervor to organize , '' says Sheila S. Walker , who holds the Cosby Endowed Chair for the Humanities at Spelman College .",top_members/employees
"Sean Parker	Causes	Sean Parker , a former Facebook executive who now runs Causes , said Facebook was trying to stimulate the creation of more sophisticated applications .",employee_of
"he	Mexican	For his heroic actions , Herrera also received Mexico 's highest award for valor , which was awarded to him because he was still a Mexican citizen when he was fighting in Europe .",origin
"Pascal Yoadimnadji	heart attack	Chadian Prime Minister Pascal Yoadimnadji died Friday at a hospital in Paris where he was being treated after a heart attack , the Chadian Embassy said .",cause_of_death
"American Bar Association	U.S.	Shorstein 's nomination has drawn support from notable Floridians , including former American Bar Association president Talbot `` Sandy '' D'Alemberte , former Florida Supreme Court justices Major Harding and Charlie Wells , former U.S. Attorney General Janet Reno , former U.S. Sen. Bob Graham and others , including some Republicans .",member_of
"Gholam Ali Hadad Adel	parliament	Ahmadinejad has been locked in a public and bitter row with parliament speaker Gholam Ali Hadad Adel over implementing past legislation and has replaced his economy minister , Davoud Danesh Jaafari .",employee_of
"Richard Perle	Jewish	The site 's homepage carried the headline , `` Meet just a few of your Jewish Supremacist Warmongers , '' above photos of William Kristol , Richard Perle , Ari Fleischer , Ariel Sharon , Paul Wolfowitz , Elliot Abrams and Douglas Feith . ''",religion
"Hussein Kamel	killing	He said other senior army and Republican Guard officers also have fled to Kurdish areas in recent days after the killing of Lt Gen Hussein Kamel al-Majid and his brother , Saddam Kamel al-Majid , in Baghdad last Friday .",cause_of_death
"Aerolineas	Austral	The measure included Aerolineas 's domestic subsidiary , Austral .",subsidiaries
"Carolyn Maloney	Manhattan	New York Rep Carolyn Maloney , a Manhattan Democrat , called the move `` long overdue , '' adding that the health programs should treat `` all those exposed and affected . ''",cities_of_residence
Nuclear Supplier Group	NSG	The Nuclear Supplier Group -LRB- NSG -RRB- opened a two-day meeting here Thursday to discuss a US draft for a waiver breaking a nuclear trade embargo imposed on India .,alternate_names
"Ali Larijani	speaker	Iran 's new parliament on Wednesday overwhelmingly elected leading conservative and former nuclear negotiator Ali Larijani as its speaker , state media reported .",title
"Paul Watson	Captain	`` V-for-Vendicar '' <Just@ExecuteTheBushTraitorcom> Sea Shepherd News Captain Paul Watson Survives Shooting Attempt com > wrote Today around 3:45 pm Australian Eastern Standard Time in the Australian Exclusive Economic Zone of Antarctica , an attempt was made on the life of Paul Watson , Captain of the Sea Shepherd vessel Steve Irwin .",title
"Quds Force	Qasem Soleimani	Brigadier General Qasem Soleimani , commander of the Quds Force , was one of the six IRGC chiefs listed individually .",top_members/employees
Hindalco	Debu Bhattacharya	Hindalco 's managing director Debu Bhattacharya said Hindalco would have taken a decade to build the assets that Novelis possessed .,top_members/employees
"Ali Akbar Salehi	ambassador	Iran admits to failures in respecting nuclear safeguards commitments The statement to AFP by Ali Akbar Salehi , the Iranian ambassador to the IAEA , was a first indication of what is in the report submitted by Iran Thursday , just a week before the IAEA 's October 31 deadline for the Islamic Republic to prove it is not secretly developing nuclear weapons .",title
"Paul Gillmor	Representative	US Representative Paul Gillmor , who was found dead in his apartment in suburban Washington this week , died of blunt head and neck trauma consistent with a fall down stairs , according to a medical examiner 's report .",title
George Sheldon	Department of Children and Families	Department of Children and Families secretary George Sheldon said Crist should not drop the Gill case .,employee_of
"Kelly Cutrone	People 's Revolution	Kelli When the 23-year-old stopped by the MTV offices recently , we could n't help but ask who 's the better boss : father Ken or `` City '' boss and People 's Revolution founder Kelly Cutrone ?",employee_of
"USA Network	GE	Four years ago , GE acquired Vivendi 's profitable entertainment assets , which included Universal Studios , Universal Pictures and the cable channels USA Network and Sci Fi , in a merger that strengthened NBC 's portfolio and diversified its revenue .",parents
"Chavez	Venezuela	However , Chavez warned that no reconciliation effort could work if the Santos government repeated the accusations against Venezuela .",countries_of_residence
"The	22-year	The 22-year old native of Portland , Oregon played baseball in college and was drafted for Major League Baseball .",age
"Ali Larijani	negotiator	The United States risks falling into the same trap in Iran as it did in Iraq if it takes military action over Tehran 's disputed nuclear program , top Iranian negotiator Ali Larijani warned Monday .",title
ADB	Bindu N Lohani	Malaysian Second Finance Minister Ahmad Husni Hanadzlah will officiate the conference while ADB Vice President Bindu N Lohani and SC Managing Director Ranjit Ajit Singh will also deliver their addresses .,top_members/employees
"HARRY DENT	77	HARRY DENT , 77 , AN ARCHITECT OF NIXON ' S ' SOUTHERN STRATEGY ' The cause was complications of Alzheimer 's disease , his daughter Ginny Brant said .",age
"Ezra Levant	political activist	`` It would be physically dangerous for Ann Coulter to proceed with this event , '' said conservative political activist Ezra Levant inside the hall .",title
"Massachusetts House of Representatives	Massachusetts	The scene is recorded in a 1942 painting on the wall of the chamber of the Massachusetts House of Representatives , with the caption `` The dawn of tolerance in Massachusetts . ''",stateorprovince_of_headquarters
"Hugo Chavez	President	CARACAS , Venezuela 2007-01-10 13:56:22 UTC President Hugo Chavez is sworn in for new six-year term .",title
Jamie Lynn Spears	star	Nickelodeon is considering a special for its young audience about sex and love following the news that 16-year-old `` Zoey 101 '' star Jamie Lynn Spears is pregnant .,title
"Chen Zhu	54	A French-trained scientist Chen Zhu , aged 54 , was given the post as the country 's new health minister , Xinhua news agency said in a short report .",age
"MF Global	Andrew Lebow	`` Demand continues to be sluggish at best , '' said Andrew Lebow , senior vice president and broker at MF Global in New York .",top_members/employees
"Andre Carson	Indiana	The two best known are U.S. Rep. Keith Ellison , a Democrat from Minnesota , and Andre Carson , a Democrat from Indiana .",stateorprovinces_of_residence
"Crown Prosecution Service	CPS	`` It 's attitudes that are stopping the police and the CPS -LRB- Crown Prosecution Service -RRB- attacking cases with vigour : because they think there 's a low chance of conviction , they do n't put much effort in . ''",alternate_names
"Michael Sandy	Brooklyn	Today the NYPD upgraded the charges to include murder , in the case of Brooklyn gay-bashing/robbery victim Michael Sandy , who died on Friday after being taken off life-support .",cities_of_residence
"Zubaydah	Cuba	Zubaydah , the first high-value detainee taken by the CIA in 2002 , is now being held with other detainees at the U.S. base at Guantanamo Bay , Cuba .",countries_of_residence
"FAW	China First Automotive Works	China First Automotive Works -LRB- FAW -RRB- Group , one of the country 's major auto makers , produced 147 million motor vehicles last year and sold 144 million , company sources said on Monday .",alternate_names
"Federal Motor Carrier Safety Administration	protectionism	John Hill , head of the Federal Motor Carrier Safety Administration , decried the vote , saying it is `` a sad victory for the politics of fear and protectionism . ''",political/religious_affiliation
"John Kerry	US Senate	Democrat John Kerry was named Monday the new chairman of the US Senate 's powerful foreign relations committee , pledging to remake the `` war on terror '' and fight climate change .",employee_of
"Pamela Ahearn	U.S.	Pamela Ahearn , 52 ; First Protocol Chief in U.S. House",countries_of_residence
"his	illustrator	The fact that the director began his creative career as an illustrator may account for some of the movie 's best moments , which usually involve amusing insights into the world of children 's book publishing -LRB- the script is by first-timer David Bromberg -RRB- .",title
"Barry Goldwater	Senator	NIH 's `` NO-WORK '' Ed McSweegan corresponds with Senator Barry Goldwater in 1986 , explaining how the Department of the Navy is incompetent , and that the Tick Borne Diseases funding and patent rights should therefore be given to his criminally insane friends , including SmithKline -LRB- you will see SmithKline mentioned below , in the Navy 's response -RRB- and Yale .",title
Kaiser	University of Wisconsin	Kaiser received his undergraduate degree from the University of Wisconsin in 1936 and was selected as a Rhodes scholar .,schools_attended
"Ayatollah Ali Khamenei	Iran	Brown made the remarks after Iran 's supreme leader , Ayatollah Ali Khamenei , earlier branded Britain government `` evil . ''",countries_of_residence
"Federal Aviation Administration	United States	The European Aviation Safety Agency -LRB- EASA -RRB- and the Federal Aviation Administration -LRB- FAA -RRB- of the United States , have authorized the Airbus A380 to land on 45-meter wide runways , the European plane manufacturer said in a statement Tuesday .",parents
"Richard Perle	Defense Policy Board	The authors of `` A Clean Break '' included Richard Perle , Douglas Feith , and David Wurmser , three influential Jews who later held high-level positions in the Bush administration , 2001-2004 : Perle as chair of the Defense Policy Board , Feith as Undersecretary of Defense , and Wurmser as special assistant to the Undersecretary of State for Arms Control .",employee_of
"Remy Ma	coercion	New York -LRB- Reuters -RRB- - Grammy-nominated rapper Remy Ma was convicted of assault , weapons possession and coercion on Thursday for shooting a woman in the abdomen in a dispute about money in New York .",charges
"Hubbard	White House	Hubbard , assistant to the president for economic policy , will submit a letter to the president Wednesday to make official his decision to leave the White House after three years , according to White House press secretary Dana Perino .",employee_of
"NSC	Chen Dung-sheng	Chen Dung-sheng , director of NSC 's Department of Humanities and Social Sciences , said that in recent years , local universities have generally suffered from a shortage of development funds and have been forced to allocate money to more `` urgent '' items , hence the procurement of books , journals , and databases on humanities and social sciences has been neglected .",top_members/employees
"Dewey	leader	It has a lot of fascinating -LRB- and terrifying -RRB- quotes by such people as president Woodrow Wilson , `` education '' leaders like Dewey and Cubberley -LRB- leader of Stanford 's `` School of Education '' from 1917 through 1933 -RRB- , and the officers of the Carnegie , Ford , and Rockefeller foundations and other bodies like the RAND corporation .",title
"Royal Caribbean	6,300	The Oasis of the Seas , the largest cruise ship in the world , which has rooms for 6,300 passengers and is also operated by Royal Caribbean , made its first stop at Labadee on December 1 .",number_of_employees/members
JEM	Justice and Equality Movement	Another four movements -- including the Justice and Equality Movement -LRB- JEM -RRB- -- adopted a common position ahead of Arusha during a meeting Tuesday in Tripoli .,alternate_names
"Carson	Indiana Department of Homeland Security	Unlike many US Muslims , Carson said his faith rarely has become an issue for others in his civic life or law enforcement career that included a stint with an anti-terrorism unit of the Indiana Department of Homeland Security .",employee_of
Jeremy	Philadelphia	An easy Google search has ID 'd the man as a Philadelphia business owner and Jeremy names him today .,cities_of_residence
"House member from Massachusetts	Edward J Markey	Representative Edward J Markey of Malden , the longest-serving House member from Massachusetts , noted that Pelosi is a Catholic Democrat whose father mastered urban politics as mayor of Baltimore - an upbringing many Massachusetts Democrats can relate to .",top_members/employees
"Ali Akbar Salehi	Iran	Head of the Atomic Energy Organization of Iran -LRB- AEOI -RRB- Ali Akbar Salehi said Thursday that Iran has proposed Russia to establish a joint nuclear consortium to supply fuel for the Bushehr plant and plants to be built in Iran , the English language satellite Press TV reported .",countries_of_residence
"King	Montgomery	Born on Nov 17 , 1955 , in Montgomery , Alabama , King was just an infant when her home was bombed during the turbulent civil rights era .",cities_of_residence
"Ali Larijani	Iran	In December , Iran 's top national security adviser , Ali Larijani , appealed to Gulf Arabs to shut down American bases on their soil and instead join Iran in a regional security alliance .",countries_of_residence
Tianjin Lions	China	Pan Wu-hsiung hit a walkoff homer in the bottom of the ninth inning Thursday to lift Taiwan 's Uni-President Lions to a 7-4 win over China 's Tianjin Lions in the opening game of the Asia Series .,country_of_headquarters
"ABC	populist	Thabane , once seen as Prime Minister Pakalitha Mosisili 's heir apparent , quit the cabinet to form the All Basotho Convention -LRB- ABC -RRB- last October with a populist pledge to fight hunger , poverty , disease , crime and corruption .",political/religious_affiliation
"Chen	Academy of Sciences	3rd Ld-Writethru-China Focus : Non-Party member becomes China 's new health minister Before the latest appointment , Chen was vice president of the Chinese Academy of Sciences .",employee_of
Robert Morgenthau	Manhattan	Manhattan District Attorney Robert Morgenthau announced Tuesday that two New Jersey men have been indicted in a scam to steal almost a half-million dollars from Bloomberg 's personal bank accounts .,employee_of
"Jamie Lynn Spears	Mississippi	FAMOUS BABE : Maddie Briann , born June 19 to Jamie Lynn Spears and her fiance , Casey Aldridge , a pipe layer from Liberty , Mississippi .",stateorprovinces_of_residence
"Inquirer	425	Through buyouts in 2005 , the Inquirer reduced its editorial staff from 500 to 425 .",number_of_employees/members
"Dee Dee Myers	White House	And the analysts on Stephanopoulos ' program had the same kind of incestuous ties as the ones on NBC : Victoria Clarke , who was a spokeswoman for McCain before she became the Pentagon spokeswoman under former Defense Secretary Donald H Rumsfeld ; Dee Dee Myers , a press secretary for the Clinton White House ; Robert B Reich , who was President Clinton 's secretary of labor ; and George F Will , a columnist whose wife was a senior adviser to former Sen Bob Dole in his 1996 presidential race .",employee_of
"QMS	one	I also saw him 12/31/78 and at least one or two other times with the boys and he certainly shined on all occasions , absolutely killer on NFA , the same Bo Diddely beat that he tore up with QMS .",number_of_employees/members
"Crown Prosecution service	Britain	Britain 's Crown Prosecution service has concerns about the use of portable media to access records and the encryption of backup files , the interim report said .",country_of_headquarters
"National Action Network	Al Sharpton	The demonstration was headed by the Rev. Al Sharpton , president of the National Action Network ; Martin Luther King III , son of the slain civil rights leader ; and Charles Steele Jr. , president of the Southern Christian Leadership Conference .",top_members/employees
"Perle	Defense Policy Board	Kenneth Adelman ----- One of many Pentagon Advisors , Adelman also sits on the Pentagon 's Defense Policy Board under Perle , and is another extremist pro-Israel advisor , who supports going to war against Iraq .",employee_of
IPSCO	SSAB	The Swedish maker of speciality steel SSAB said Thursday it planned to buy Canadian group IPSCO for 7.7 billion dollars -LRB- 5.6 billion euros -RRB- .,shareholders
Berthold Huber	IG Metall	IG Metall 's leader Berthold Huber said Thursday that employers had to come up with an offer `` worthy of discussion '' to prevent the union 's 3.6 million members from launching a wave of nationwide short-term strikes .,employee_of
"Barnes Foundation	Barnes	Since Barnes ' death in 1951 , the Barnes Foundation has been one of the most eccentrically rewarding destinations in the art world , an intimate , charmingly shabby jewel box crammed with paintings and artifacts that Barnes hung himself to impart his ideas about artistic influences across eras and cultures -LRB- Modiglianis , for example , were arranged next to African sculptures -RRB- .",top_members/employees
"Zagat Survey	Nina Zagat	Nina Zagat , co-founder of Zagat Survey employs her intimate knowledge of high-end restaurants within a 15-minute drive of any major airport and suggests travelers go and enjoy a pleasant meal instead of hanging around the fast-food joints .",founded_by
"Gillmor	Rep.	Ohio Republican Rep. Gillmor found dead in his apartment Wednesday , Republican aide says",title
Samsung	Group	Shares of Samsung Group companies rebounded following heavy losses yesterday amid a bribery scandal .,alternate_names
"IRGC	Muslim	The IRGC belongs to the oppressed , and `` wherever the voice of a Muslim is raised , it will be responded to '' by the force through the orders of Iranian Supreme Leader Ayatollah Ali Khamenei , the commander-in-chief of Iran 's armed forces , he added .",political/religious_affiliation
"KGB	Russia	`` If Russia left here the old KGB connections , they all know these days that they will be recovered , because of Simm , '' he said .",country_of_headquarters
"Charles Wuorinen	American	New York City Opera has commissioned American composer Charles Wuorinen to write an opera based on `` Brokeback Mountain , '' a love story about two U.S. ranch-hands that won three Oscars when it was turned into a movie .",origin
IPSCO	Canadian	The Swedish maker of speciality steel SSAB said Thursday it had agreed to buy Canadian group IPSCO for 77 billion dollars -LRB- 56 billion euros -RRB- in the latest cross-border deal in the fast - consolidating steel sector .,country_of_headquarters
"his	leader	As part of his work , he met with presidents such as Daniel Ortega of Nicaragua , Palestinian leader Yasser Arafat and Libyan leader Moammar Gaddafi , his brother said .",title
"Lee	United States	However , the United States reportedly disagreed with Lee 's views and dissuaded Taiwan from launching such a development project .",countries_of_residence
"Pennsylvania	Justice Thomas Saylor	LANCASTER , Pennsylvania 2006-10-07 19:16:13 UTC The opinion by Justice Thomas Saylor also noted the `` potential chilling effect '' taking reporters ' computers could have on sources providing confidential information .",top_members/employees
"he	governor	In 2006 , he won the governor 's mansion after blasting Democrat Jim Davis for being a chronic no-show in Congress an accusation later leveled at Crist as governor .",title
"China National Aviation Corp.	China	Rossi spent the rest of the war years working as a pilot for the China National Aviation Corp. , delivering supplies from India to China .",country_of_headquarters
Hussein Kamel	Lt. Gen.	He also was accused of ordering the killings of two other members of Saddam 's family : son-in-laws Lt. Gen. Hussein Kamel and Saddam Kamel .,title
Blackburn	Ryan Nelsen	Blackburn captain Ryan Nelsen has returned to training after a hamstring injury but he is unlikely to play .,top_members/employees
banker	58-year-old	The 58-year-old Swiss banker has been chairman of UBS since 2001 .,age
"her	Globe	In her 1982 interview with the Globe , Ms. King spoke about the burden her father 's legacy presented and her decision to `` go out among the people '' and , like him , lend her voice to the civil rights movement .",schools_attended
"First Automobile Works	FAW	The top 10 automakers produced about 83.9 percent of all auto sales , including Shanghai Automotive Industry Corp. -LRB- SAIC -RRB- , First Automobile Works -LRB- FAW -RRB- and Dong Feng Motor Corp. -LRB- DFMC -RRB- , which respectively sold 1.22 million , 1.17 million and 932,300 vehicles as the top three sellers .",alternate_names
Barnes Foundation	http://wwwbarnesfoundationorg	Barnes Foundation : http://wwwbarnesfoundationorg On the Net : Barnes died in a 1951 car crash .,website
"Popular Resistance Committees	Abu Said Qarmout	The Popular Resistance Committees said Abu Said Qarmout , its leader in northern Gaza , was killed in the airstrike .",top_members/employees
"his	mayor	`` I do n't think he really wanted to be mayor at first , '' his son , Amos , a filmmaker , recalled Tuesday .",title
"he	Oxford	At Oxford , he studied politics , philosophy and economics at Balliol College , where one of his tutors was the philosopher and critic Sir Isaiah Berlin , who became a lifelong friend .",cities_of_residence
"Hamilton	Hertfordshire	Hamilton , who currently lives in Hertfordshire , just north of London , claims he is constantly harrassed by photographers as he tries to go about his daily business .",stateorprovinces_of_residence
Ellen Pompeo	Actress	Actress Ellen Pompeo says focus on celebs who are ` rich and famous for nothing ' sends wrong message,title
"Yolanda King	she	Dexter King , who was with Yolanda King when she died and tried to resuscitate her , said the preliminary cause of death was congestive heart failure .",other_family
"ABA	Ken Clayton	More than 95 percent of customers stay current with their payments , said Ken Clayton , managing director of card policy at the ABA .",top_members/employees
ABA	Nuggets	Issel played for the Nuggets in the ABA and NBA for 10 seasons .,subsidiaries
"Irene Morgan	1917	Kirkaldy , born Irene Morgan in Baltimore , Maryland , in 1917 , was arrested in 1944 for refusing to give up her seat on a Greyhound bus heading from Gloucester to Baltimore , and for resisting arrest .",date_of_birth
"MF Global	James F. O'Sullivan	`` When companies are confident enough to increase business investment , they are typically confident to hire more workers , '' said James F. O'Sullivan , chief economist for MF Global .",top_members/employees
"Ospel	second-quarter	Ospel said second-quarter earnings , which are expected to be released in mid-August , will `` contain both positive and negative swings . ''",date_of_death
"he	leader	The Venezuelan leader 's defenders say he has prevailed in numerous national elections , while his opponents say Venezuela is drifting toward authoritarianism under Chavez .",title
"William Anderson	Assistant Secretary	`` We 're going to be burning fossil fuels for a long time , and there 's three times as much coal in the ground as there are oil reserves , '' said Air Force Assistant Secretary William Anderson .",title
"Black	66	Black , 66 , holds only a bachelor 's degree in English from Trinity University in Washington .",age
Mainland Affairs Council	MAC	He will also visit Mainland Affairs Council -LRB- MAC -RRB- Chairwoman Lai Shin-yuan that day .,alternate_names
"Gertrude Dittmars Roraback	Albert	Catherine Gertrude Roraback was born in Brooklyn on Sept. 17 , 1920 , one of three children of Albert and Gertrude Dittmars Roraback .",spouse
"Harry Dent	SC	Survivors include his wife of 56 years , Betty Francis Dent of Columbia , SC ; four children , Harry Dent Jr of Tampa , Fla , Dolly Montgomery of Chapin , SC , Ginny Brant of Seneca , SC and Jack Dent of Alpharetta , Ga ; and nine grandchildren .",stateorprovince_of_death
"Meskill	Thomas	In addition to his wife , Meskill is survived by two daughters , Eileen Gallup of New Britain and Maureen Heneghan of Haddon Heights , NJ ; three sons , John , of Kensington , Conn ; Peter , of East Hartford , Conn ; and Thomas , of Branford , Conn ; two sisters , Ruth Prior of Naples , Fla , and Sister Laura Marie of Portland , Conn ; five grandchildren , and two step-grandchildren .",children
"Raul	76	Castro , 81 , has led the council and Cuba for almost five decades but `` provisionally '' handed over power to his younger brother and longtime number two Raul , 76 , after undergoing intestinal surgery in July 2006 .",age
"Christopher Bentley	spokesman	Christopher Bentley , the spokesman for the immigration agency , said : `` To be clear , DHS will not grant deferred action or humanitarian parole to the nation 's entire illegal immigrant population . ''",title
"AAA	automobile club	Gasoline prices have so far lagged the rise in the price of oil , currently at a nationwide average of $ 3.05 a gallon for regular grade , according to AAA , the automobile club .",alternate_names
"APA	American Psychiatric Association	Just this month , U.S. News and World Report confirmed that the American Psychiatric Association -LRB- APA -RRB- failed to fully disclose the substantial pharmaceutical ties of its task force members , charged with updating and expanding psychiatry 's Diagnostic and Statistical Manual of Mental Disorders , comprised of subjective checklists of symptoms which are then used to categorize new `` mental disorders '' and bill insurance companies .",alternate_names
"Ali Akbar Salehi	atomic energy agency	He was speaking at a meeting attended by the head of Iran 's atomic energy agency , Ali Akbar Salehi .",employee_of
Asian Development Bank	ADB	The chief of the Asian Development Bank -LRB- ADB -RRB- said on Saturday that he opposed the idea of setting up an OPEC-style rice cartel as suggested by Thailand amid surging food prices .,alternate_names
"Mahmood Shah	Brig.	Bizankhel tribe chief Maulvi Shaukatullah gave himself up Thursday to government officials in Wana , the main town in South Waziristan , said the region 's security chief , Brig. Mahmood Shah .",title
"Madoff Investment Securities	New York	`` The Securities Investor Protection Corporation -LRB- SIPC -RRB- , which maintains a special reserve fund authorized by Congress to help investors at failed brokerage firms , announced today that it is liquidating Bernard L Madoff Investment Securities LLC of New York , NY , under the Securities Investor Protection Act -LRB- SIPA -RRB- , '' the SIPC said in a statement .",city_of_headquarters
"Andre Carson	Rep.	Also in a House committee is House Bill H.R. 3966 , sponsored by Rep. Andre Carson -LRB- D-Ind . -RRB-",title
